LOGICAL_TRANSFORMATION_RULE_ID,SEMANTIC_TRANSFORMATION_RULE_ID,ALGORITHM,ADDITIONAL_FILTERS,SOURCE_LAYER,DESTINATION_LAYER,TRANSFORMATION_TYPE,VALID_FROM,VALID_TO
DER__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL_1__ACCMLTD_PRTL_WRTFFS__01_01_1990,ACCMLTD_WRTFFS_TR,"SET BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL.ACCMLTD_PRTL_WRTFFS = 
      CASE
        WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT <> 0 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_WRTFFS
        ELSE N/A
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL_1__ACCMLTD_TTL_WRTFFS__01_01_1990,ACCMLTD_WRTFFS_TR,"SET BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL.ACCMLTD_TTL_WRTFFS = 
      CASE
        WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL.GRSS_CRRYNG_AMNT = 0 AND BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT = 0 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_WRTFFS
        ELSE N/A
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_SNTHTC_SCRTSTN_EIL_1__AMNT_DRCGNSD_CPTL_PRPS__01_01_1990,AMNT_DRCGNSD_CPTL_PRPS_TR,"SET BIRD_SNTHTC_SCRTSTN_EIL.AMNT_DRCGNSD_CPTL_PRPS = 
      CASE
        WHEN BIRD_SNTHTC_SCRTSTN_IL.SGNFCNT_RSK_TRNSFR_INDCTR = 1
        THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT
        ELSE 'N/A'
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_TRDTNL_SCRTSTN_EIL_1__AMNT_DRCGNSD_CPTL_PRPS__01_01_1990,AMNT_DRCGNSD_CPTL_PRPS_TR,"SET BIRD_TRDTNL_SCRTSTN_EIL.AMNT_DRCGNSD_CPTL_PRPS = 
      CASE
        WHEN BIRD_TRDTNL_SCRTSTN_IL.SGNFCNT_RSK_TRNSFR_INDCTR = 1
        THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT
        ELSE 'N/A'
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_RL_EIL_1__APPLCTN_FRBRNC_STTS_DT__01_01_1990,APPLCTN_FRBRNC_STTS_DT_TR,"SET BIRD_INSTRMNT_RL_EIL.APPLCTN_FRBRNC_STTS_DT = 
      CASE
        WHEN BIRD_INSTRMNT_RL_IL.DT_FRBRNC_MSRS > DATEADD(month,-3,BIRD_INSTRMNT_RL_IL.DT_RFRNC) 
        AND BIRD_INSTRMNT_RL_IL.DT_FRBRNC_MSRS < BIRD_INSTRMNT_RL_IL.DT_RFRNC
        THEN 2
        ELSE -1
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_SCRTY_PSTN_EIL_1__APPLCTN_FRBRNC_STTS_DT__01_01_1990,APPLCTN_FRBRNC_STTS_DT_TR,"SET BIRD_SCRTY_PSTN_EIL.APPLCTN_FRBRNC_STTS_DT = 
      CASE
        WHEN BIRD_SCRTY_PSTN_IL.DT_FRBRNC_MSRS > DATEADD(month,-3BIRD_SCRTY_PSTN_IL.DT_RFRNC) 
        AND BIRD_SCRTY_PSTN_IL.DT_FRBRNC_MSRS < BIRD_SCRTY_PSTN_IL.DT_RFRNC
        THEN 2
        ELSE -1
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_CLLTRL_ASSGNMNT_EIL_1__CLLTRL_VL_UNCPPD__01_01_1990,CLLTRL_VL_UNCPPD_TR,SET BIRD_INSTRMNT_CLLTRL_ASSGNMNT_EIL.CLLTRL_VL_UNCPPD = BIRD_INSTRMNT_CLLTRL_ASSGNMNT_IL.PRTCTN_ALLCTD_VL + BIRD_INSTRMNT_CLLTRL_ASSGNMNT_IL.ALLCTD_UNSD_CLLTRL_VL,,IL,EIL,DER,1990-01-01,9999-12-31
WUDEN__BIRD_LNKD_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_LNKD_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
DER__BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_EIL_1__CLLTRL_VL_UNCPPD__01_01_1990,CLLTRL_VL_UNCPPD_TR,SET BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_EIL.CLLTRL_VL_UNCPPD = BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_IL.PRTCTN_ALLCTD_VL + BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_IL.ALLCTD_UNSD_CLLTRL_VL,,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_EIL_1__CMMRCL_RL_ESTT_LN_INDCTR__01_01_1990,CMMRCL_RL_ESTT_LN_INDCTR_TR,"SET BIRD_INSTRMNT_EIL.CMMRCL_RL_ESTT_LN_INDCTR = 
      CASE
        WHEN BIRD_CLLTRL_IL.CLLTRL_TYP = 10 OR BIRD_INSTRMNT_RL_IL.PRPS = 13
        THEN 1
        ELSE 2
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_EIL_1__CRRNT_LTV_RT__01_01_1990,CRRNT_LTV_RT_TR,SET BIRD_INSTRMNT_EIL.CRRNT_LTV_RT = BIRD_INSTRMNT_IL.NMNL_AMNT / BIRD_CLLTRL_IL.MRKT_VL,,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_SCRTY_PSTN_EIL_1__CRRNT_LTV_RT__01_01_1990,CRRNT_LTV_RT_TR,SET BIRD_SCRTY_PSTN_EIL.CRRNT_LTV_RT = BIRD_SCRTY_PSTN_IL.NMNL_AMNT / BIRD_CLLTRL_IL.MRKT_VL,,IL,EIL,DER,1990-01-01,9999-12-31
WUDEN__BIRD_PRTCTN_ARRNGMNT_RL_EIL_1__01_01_1990,WUDEN__BIRD_PRTCTN_ARRNGMNT_RL_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_EIL_1__01_01_1990,WUDEN__BIRD_ASST_PL_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CLLTRL_EIL_1__01_01_1990,WUDEN__BIRD_CLLTRL_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
DER__BIRD_CRDT_FCLTY_EIL_1__DFLT_STTS_DRVD__01_01_1990,DFLT_STTS_DRVD_TR,"SET BIRD_CRDT_FCLTY_EIL.DFLT_STTS_DRVD = 
      CASE
        WHEN BIRD_INSTRMNT_RL_IL.DFLT_STTS IN (18, 19, 20)
        OR BIRD_PRTY_IL.DFLT_STTS IN (18, 19, 20)
        THEN 6
        ELSE 14
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_RL_EIL_1__DFLT_STTS_DRVD__01_01_1990,DFLT_STTS_DRVD_TR,"SET BIRD_INSTRMNT_RL_EIL.DFLT_STTS_DRVD = 
      CASE
        WHEN BIRD_INSTRMNT_RL_IL.DFLT_STTS IN (18, 19, 20)
        OR BIRD_PRTY_IL.DFLT_STTS IN (18, 19, 20)
        THEN 6
        ELSE 14
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_SCRTY_PSTN_EIL_1__DFLT_STTS_DRVD__01_01_1990,DFLT_STTS_DRVD_TR,"SET BIRD_SCRTY_PSTN_EIL.DFLT_STTS_DRVD = 
      CASE
        WHEN BIRD_SCRTY_PSTN_IL.DFLT_STTS IN (18, 19, 20)
        OR BIRD_PRTY_IL.DFLT_STTS IN (18, 19, 20)
        THEN 6
        ELSE 14
      END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_RL_EIL_1__GRSS_CRRYNG_AMNT__01_01_1990,GRSS_CRRYNG_AMNT_TR,"SET BIRD_INSTRMNT_RL_EIL.GRSS_CRRYNG_AMNT = CASE WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN IN (4, 41, 47, 7) THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_INSTRMNT_RL_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_INSTRMNT_RL_IL.FV + BIRD_INSTRMNT_RL_IL.ACCMLTD_CHNGS_FV_CR END WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN IN (6, 8, 9) THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.ACCMLTD_IMPRMNT WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN = 77 THEN CASE WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 26 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.ACCMLTD_IMPRMNT WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 211 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 212 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN = 9 THEN CASE WHEN BIRD_INSTRMNT_RL_IL.SBJCT_IMPRMNT_INDCTR = 1 THEN CASE WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 26 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.ACCMLTD_IMPRMNT WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 211 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_INSTRMNT_RL_IL.IMPRMNT_STTS = 212 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_INSTRMNT_RL_IL.SBJCT_IMPRMNT_INDCTR = 2 THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_INSTRMNT_RL_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_INSTRMNT_RL_IL.FV + BIRD_INSTRMNT_RL_IL.ACCMLTD_CHNGS_FV_CR END END WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN IN (76, 73) THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN = 74 THEN BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT + BIRD_INSTRMNT_RL_IL.ACCMLTD_IMPRMNT WHEN BIRD_INSTRMNT_RL_IL.ACCNTNG_CLSSFCTN IN (2, 3) THEN BIRD_SCRTY_PSTN_IL.FV END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL_1__GRSS_CRRYNG_AMNT__01_01_1990,GRSS_CRRYNG_AMNT_TR,"SET BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_EIL.GRSS_CRRYNG_AMNT = CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN IN (4, 41, 47, 7) THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_SCRTY_PSTN_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_SCRTY_PSTN_IL.FV + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_CHNGS_FV_CR END WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN IN (6, 8, 9) THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN = 77 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 26 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 211 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 212 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN = 9 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.SBJCT_IMPRMNT_INDCTR = 1 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 26 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 211 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 212 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.SBJCT_IMPRMNT_INDCTR = 2 THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_SCRTY_PSTN_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_SCRTY_PSTN_IL.FV + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_CHNGS_FV_CR END END WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN IN (76, 73) THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN = 74 THEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCNTNG_CLSSFCTN IN (2, 3) THEN BIRD_SCRTY_PSTN_IL.FV END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_EIL_1__GRSS_CRRYNG_AMNT__01_01_1990,GRSS_CRRYNG_AMNT_TR,"SET BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_EIL.GRSS_CRRYNG_AMNT = CASE WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN IN (4, 41, 47, 7) THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.FV + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_CHNGS_FV_CR END WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN IN (6, 8, 9) THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN = 77 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 26 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 211 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 212 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN = 9 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.SBJCT_IMPRMNT_INDCTR = 1 THEN CASE WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 26 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 211 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_CRDT_RSK WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.IMPRMNT_STTS = 212 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.GNRL_ALLWNCS_BNK_RSK END WHEN BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.SBJCT_IMPRMNT_INDCTR = 2 THEN CASE WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 11 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.FV WHEN BIRD_PRTY_IL.PRFRMNG_STTS = 1 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.FV + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_CHNGS_FV_CR END END WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN IN (76, 73) THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN = 74 THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT + BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL.ACCMLTD_IMPRMNT WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.ACCNTNG_CLSSFCTN IN (2, 3) THEN BIRD_SCRTY_PSTN_IL.FV END;",,IL,EIL,DER,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
